timestamp,label,confidence
2026-04-26 22:58:39,UNKNOWN,90.67
2026-04-26 22:58:45,UNKNOWN,91.48
2026-04-26 22:58:51,UNKNOWN,99.31
2026-04-26 23:01:57,UNKNOWN,89.82
2026-04-26 23:02:02,UNKNOWN,90.67
2026-04-26 23:02:08,UNKNOWN,91.48
2026-04-26 23:02:14,UNKNOWN,99.31
2026-04-26 23:02:40,UNKNOWN,113.82
2026-04-26 23:02:45,UNKNOWN,85.96
2026-04-26 23:02:46,thane,79.57
2026-04-26 23:02:47,thane,78.91
2026-04-26 23:02:47,thane,79.47
2026-04-26 23:02:47,thane,79.01
2026-04-26 23:02:47,thane,77.79
2026-04-26 23:02:47,thane,78.45
2026-04-26 23:02:47,thane,77.2
2026-04-26 23:02:47,thane,78.94
2026-04-26 23:02:47,thane,77.16
2026-04-26 23:02:47,thane,77.61
2026-04-26 23:02:48,thane,76.95
2026-04-26 23:02:58,UNKNOWN,113.82
2026-04-26 23:03:03,UNKNOWN,85.45
2026-04-26 23:03:04,thane,79.57
2026-04-26 23:03:04,thane,78.91
2026-04-26 23:03:04,thane,79.47
2026-04-26 23:03:04,thane,79.01
2026-04-26 23:03:04,thane,77.79
2026-04-26 23:03:05,thane,78.45
2026-04-26 23:03:05,thane,77.2
2026-04-26 23:03:05,thane,78.94
2026-04-26 23:03:05,thane,77.16
2026-04-26 23:03:05,thane,77.61
2026-04-26 23:03:05,thane,76.95
2026-04-26 23:03:29,UNKNOWN,113.82
2026-04-26 23:03:34,UNKNOWN,98.9
2026-04-26 23:03:37,thane,79.57
2026-04-26 23:03:37,thane,78.91
2026-04-26 23:03:37,thane,79.47
2026-04-26 23:03:37,thane,79.01
2026-04-26 23:03:37,thane,77.79
2026-04-26 23:03:38,thane,78.45
2026-04-26 23:03:38,thane,77.2
2026-04-26 23:03:38,thane,78.94
2026-04-26 23:03:38,thane,77.16
2026-04-26 23:03:38,thane,77.61
2026-04-26 23:03:38,thane,76.95
2026-04-26 23:03:47,UNKNOWN,113.82
2026-04-26 23:03:52,UNKNOWN,122.84
2026-04-26 23:03:54,thane,79.57
2026-04-26 23:03:54,thane,78.91
2026-04-26 23:03:54,thane,79.47
2026-04-26 23:03:55,thane,79.01
2026-04-26 23:03:55,thane,77.79
2026-04-26 23:03:55,thane,78.45
2026-04-26 23:03:55,thane,77.2
2026-04-26 23:03:55,thane,78.94
2026-04-26 23:03:55,thane,77.16
2026-04-26 23:03:55,thane,77.61
2026-04-26 23:03:55,thane,76.95
2026-04-26 23:04:00,UNKNOWN,113.82
2026-04-26 23:04:05,UNKNOWN,84.87
2026-04-26 23:04:06,thane,79.57
2026-04-26 23:04:06,thane,78.91
2026-04-26 23:04:06,thane,79.47
2026-04-26 23:04:06,thane,79.01
2026-04-26 23:04:06,thane,77.79
2026-04-26 23:04:06,thane,78.45
2026-04-26 23:04:07,thane,77.2
2026-04-26 23:04:07,thane,78.94
2026-04-26 23:04:07,thane,77.16
2026-04-26 23:04:07,thane,77.61
2026-04-26 23:04:07,thane,76.95
2026-04-26 23:04:13,UNKNOWN,113.82
2026-04-26 23:04:18,UNKNOWN,84.87
2026-04-26 23:04:19,thane,79.57
2026-04-26 23:04:19,thane,78.91
2026-04-26 23:04:19,thane,79.47
2026-04-26 23:04:19,thane,79.01
2026-04-26 23:04:19,thane,77.79
2026-04-26 23:04:19,thane,78.45
2026-04-26 23:04:19,thane,77.2
2026-04-26 23:04:19,thane,78.94
2026-04-26 23:04:19,thane,77.16
2026-04-26 23:04:20,thane,77.61
2026-04-26 23:04:20,thane,76.95
2026-04-27 09:10:08,UNKNOWN,95.79
2026-04-27 09:10:13,UNKNOWN,98.66
2026-04-27 09:10:18,UNKNOWN,99.96
2026-04-27 09:10:23,UNKNOWN,100.48
2026-04-27 09:10:28,UNKNOWN,103.29
2026-04-27 09:12:06,UNKNOWN,99.33
2026-04-27 09:12:11,UNKNOWN,97.75
2026-04-27 09:12:16,UNKNOWN,95.35
2026-04-27 09:12:21,UNKNOWN,104.52
2026-04-27 09:12:26,UNKNOWN,100.22
2026-04-27 09:12:31,UNKNOWN,98.84
2026-04-27 09:12:36,UNKNOWN,99.88
2026-04-27 09:12:41,UNKNOWN,101.55
2026-04-27 09:14:12,UNKNOWN,102.36
2026-04-27 09:14:17,UNKNOWN,100.16
2026-04-27 09:14:22,UNKNOWN,100.07
2026-04-27 09:14:27,UNKNOWN,99.66
2026-04-27 09:14:32,UNKNOWN,103.39
2026-04-27 09:14:37,UNKNOWN,102.84
2026-04-27 09:14:42,UNKNOWN,101.98
2026-04-27 09:14:47,UNKNOWN,102.48
2026-04-27 09:14:52,UNKNOWN,102.96
2026-04-27 09:14:57,UNKNOWN,104.34
2026-04-27 09:15:02,UNKNOWN,104.95
2026-04-27 09:15:08,UNKNOWN,103.76
2026-04-27 09:24:10,UNKNOWN,96.23
2026-04-27 09:24:15,UNKNOWN,97.37
2026-04-27 09:24:20,UNKNOWN,101.34
2026-04-27 09:24:57,kaden,36.88
2026-04-27 09:24:57,kaden,35.53
2026-04-27 09:24:57,kaden,35.86
2026-04-27 09:24:57,kaden,34.63
2026-04-27 09:24:57,kaden,34.57
2026-04-27 09:24:57,kaden,34.34
2026-04-27 09:24:57,kaden,34.73
2026-04-27 09:24:58,kaden,34.99
2026-04-27 09:24:58,kaden,35.37
2026-04-27 09:24:58,kaden,35.49
2026-04-27 09:24:58,kaden,35.24
2026-04-27 09:24:58,kaden,36.14
2026-04-27 09:24:58,kaden,36.15
2026-04-27 09:24:58,kaden,36.08
2026-04-27 09:24:58,kaden,36.5
2026-04-27 09:24:58,kaden,35.87
2026-04-27 09:24:58,kaden,35.41
2026-04-27 09:24:58,kaden,37.2
2026-04-27 09:24:58,kaden,36.92
2026-04-27 09:24:58,kaden,37.58
2026-04-27 09:24:58,kaden,37.19
2026-04-27 09:24:58,kaden,37.47
2026-04-27 09:24:58,kaden,38.39
2026-04-27 09:24:58,kaden,37.75
2026-04-27 09:24:58,kaden,37.51
2026-04-27 09:24:58,kaden,36.74
2026-04-27 09:24:58,kaden,38.08
2026-04-27 09:24:59,kaden,37.98
2026-04-27 09:24:59,kaden,35.71
2026-04-27 09:24:59,kaden,37.9
2026-04-27 09:24:59,kaden,36.57
2026-04-27 09:24:59,kaden,35.5
2026-04-27 09:24:59,kaden,36.4
2026-04-27 09:24:59,kaden,36.14
2026-04-27 09:24:59,kaden,35.02
2026-04-27 09:24:59,kaden,36.68
2026-04-27 09:24:59,kaden,34.27
2026-04-27 09:24:59,kaden,35.3
2026-04-27 09:24:59,kaden,34.16
2026-04-27 09:24:59,kaden,35.36
2026-04-27 09:24:59,kaden,35.83
2026-04-27 09:24:59,kaden,34.98
2026-04-27 09:24:59,kaden,35.98
2026-04-27 09:24:59,kaden,36.65
2026-04-27 09:24:59,kaden,37.07
2026-04-27 09:24:59,kaden,36.48
2026-04-27 09:25:00,kaden,37.43
2026-04-27 09:25:00,kaden,37.43
2026-04-27 09:25:00,kaden,35.93
2026-04-27 09:25:00,kaden,36.48
2026-04-27 09:25:00,kaden,37.04
2026-04-27 09:25:00,kaden,38.12
2026-04-27 09:25:00,kaden,37.54
2026-04-27 09:25:00,kaden,36.66
2026-04-27 09:25:00,kaden,37.61
2026-04-27 09:25:00,kaden,38.24
2026-04-27 09:25:00,kaden,37.64
2026-04-27 09:25:00,kaden,39.22
2026-04-27 09:25:00,kaden,38.66
2026-04-27 09:25:00,kaden,39.18
2026-04-27 09:25:00,kaden,39.55
2026-04-27 09:25:00,kaden,39.99
2026-04-27 09:25:00,kaden,40.16
2026-04-27 09:25:00,kaden,40.71
2026-04-27 09:25:01,kaden,40.74
2026-04-27 09:25:01,kaden,40.3
2026-04-27 09:25:01,kaden,41.21
2026-04-27 09:25:01,kaden,41.29
2026-04-27 09:25:01,kaden,42.07
2026-04-27 09:25:01,kaden,41.74
2026-04-27 09:25:01,kaden,42.46
2026-04-27 09:25:01,kaden,42.31
2026-04-27 09:25:01,kaden,42.23
2026-04-27 09:25:01,kaden,42.42
2026-04-27 09:25:01,kaden,42.44
2026-04-27 09:25:01,kaden,42.6
2026-04-27 09:25:01,kaden,42.65
2026-04-27 09:25:01,kaden,41.95
2026-04-27 09:25:01,kaden,42.22
2026-04-27 09:25:01,kaden,42.12
2026-04-27 09:25:01,kaden,41.27
2026-04-27 09:25:02,kaden,40.64
2026-04-27 09:25:02,kaden,41.15
2026-04-27 09:25:02,kaden,40.59
2026-04-27 09:25:02,kaden,40.42
2026-04-27 09:25:02,kaden,40.92
2026-04-27 09:25:02,kaden,41.57
2026-04-27 09:25:02,kaden,39.86
2026-04-27 09:25:02,kaden,39.22
2026-04-27 09:25:02,kaden,37.71
2026-04-27 09:25:02,kaden,38.99
2026-04-27 09:25:02,kaden,39.38
2026-04-27 09:25:02,kaden,38.92
2026-04-27 09:25:02,kaden,38.14
2026-04-27 09:25:02,kaden,38.29
2026-04-27 09:25:02,kaden,38.76
2026-04-27 09:25:02,kaden,38.8
2026-04-27 09:25:02,kaden,38.88
2026-04-27 09:25:03,kaden,39.41
2026-04-27 09:25:03,kaden,39.49
2026-04-27 09:25:03,kaden,39.09
2026-04-27 09:25:03,kaden,38.92
2026-04-27 09:25:03,kaden,38.38
2026-04-27 09:25:03,kaden,38.02
2026-04-27 09:25:03,kaden,38.58
2026-04-27 09:25:03,kaden,38.11
2026-04-27 09:25:03,kaden,37.95
2026-04-27 09:25:03,kaden,38.91
2026-04-27 09:25:03,kaden,39.03
2026-04-27 09:25:03,kaden,39.86
2026-04-27 09:25:03,kaden,38.73
2026-04-27 09:25:03,kaden,40.75
2026-04-27 09:25:03,kaden,39.93
2026-04-27 09:25:03,kaden,39.71
2026-04-27 09:25:03,kaden,39.77
2026-04-27 09:25:03,kaden,40.66
2026-04-27 09:25:04,kaden,39.98
2026-04-27 09:25:04,kaden,40.08
2026-04-27 09:25:04,kaden,39.47
2026-04-27 09:25:04,kaden,40.09
2026-04-27 09:25:04,kaden,39.74
2026-04-27 09:25:04,kaden,40.43
2026-04-27 09:25:04,kaden,41.48
2026-04-27 09:25:04,kaden,40.25
2026-04-27 09:25:04,kaden,39.88
2026-04-27 09:25:04,kaden,40.69
2026-04-27 09:25:04,kaden,40.69
2026-04-27 09:25:04,kaden,40.7
2026-04-27 09:25:04,kaden,40.46
2026-04-27 09:25:04,kaden,40.47
2026-04-27 09:25:04,kaden,40.49
2026-04-27 09:25:04,kaden,39.62
2026-04-27 09:25:04,kaden,40.2
2026-04-27 09:25:04,kaden,40.58
2026-04-27 09:25:05,kaden,40.11
2026-04-27 09:25:05,kaden,40.58
2026-04-27 09:25:05,kaden,41.37
2026-04-27 09:25:05,kaden,41.37
2026-04-27 09:25:05,kaden,40.9
2026-04-27 09:25:05,kaden,40.94
2026-04-27 09:25:05,kaden,40.76
2026-04-27 09:25:05,kaden,41.39
2026-04-27 09:25:05,kaden,40.44
2026-04-27 09:25:05,kaden,40.98
2026-04-27 09:25:05,kaden,39.33
2026-04-27 09:25:05,kaden,39.12
2026-04-27 09:25:05,kaden,40.31
2026-04-27 09:25:05,kaden,39.98
2026-04-27 09:25:05,kaden,39.89
2026-04-27 09:25:05,kaden,39.8
2026-04-27 09:25:05,kaden,40.74
2026-04-27 09:25:05,kaden,39.0
2026-04-27 09:25:06,kaden,39.78
2026-04-27 09:25:06,kaden,39.21
2026-04-27 09:25:06,kaden,39.63
2026-04-27 09:25:06,kaden,39.31
2026-04-27 09:25:06,kaden,39.15
2026-04-27 09:25:06,kaden,39.39
2026-04-27 09:25:06,kaden,40.09
2026-04-27 09:25:06,kaden,39.48
2026-04-27 09:25:06,kaden,39.96
2026-04-27 09:25:06,kaden,40.17
2026-04-27 09:25:06,kaden,39.3
2026-04-27 09:25:06,kaden,39.34
2026-04-27 09:25:06,kaden,39.75
2026-04-27 09:25:06,kaden,39.55
2026-04-27 09:25:06,kaden,39.64
2026-04-27 09:25:06,kaden,39.1
2026-04-27 09:25:07,kaden,39.38
2026-04-27 09:25:07,kaden,39.85
2026-04-27 09:25:07,kaden,38.71
2026-04-27 09:25:07,kaden,39.41
2026-04-27 09:25:07,kaden,39.84
2026-04-27 09:25:07,kaden,39.27
2026-04-27 09:25:07,kaden,38.2
2026-04-27 09:25:07,kaden,39.36
2026-04-27 09:25:07,kaden,38.6
2026-04-27 09:25:07,kaden,39.44
2026-04-27 09:25:07,kaden,39.26
2026-04-27 09:25:07,kaden,38.67
2026-04-27 09:25:07,kaden,37.76
2026-04-27 09:25:07,kaden,38.31
2026-04-27 09:25:07,kaden,39.31
2026-04-27 09:25:07,kaden,40.89
2026-04-27 09:25:07,kaden,39.43
2026-04-27 09:25:08,kaden,37.96
2026-04-27 09:25:08,kaden,38.93
2026-04-27 09:25:08,kaden,39.21
2026-04-27 09:25:08,kaden,38.7
2026-04-27 09:25:08,kaden,38.46
2026-04-27 09:25:08,kaden,38.79
2026-04-27 09:25:08,kaden,39.34
2026-04-27 09:25:08,kaden,38.95
2026-04-27 09:25:08,kaden,37.59
2026-04-27 09:25:08,kaden,38.28
2026-04-27 09:25:08,kaden,36.87
2026-04-27 09:25:08,kaden,38.25
2026-04-27 09:25:08,kaden,39.62
2026-04-27 09:25:08,kaden,40.88
2026-04-27 09:25:08,kaden,41.13
2026-04-27 09:25:08,kaden,39.78
2026-04-27 09:25:08,kaden,40.01
2026-04-27 09:25:09,kaden,40.5
2026-04-27 09:25:09,kaden,41.21
2026-04-27 09:25:09,kaden,42.9
2026-04-27 09:25:09,kaden,42.57
2026-04-27 09:25:09,kaden,41.8
2026-04-27 09:25:09,kaden,41.45
2026-04-27 09:25:09,kaden,40.94
2026-04-27 09:25:09,kaden,41.36
2026-04-27 09:25:09,kaden,41.76
2026-04-27 09:25:09,kaden,41.15
2026-04-27 09:25:09,kaden,41.3
2026-04-27 09:25:09,kaden,41.83
2026-04-27 09:25:09,kaden,41.73
2026-04-27 09:25:09,kaden,41.99
2026-04-27 09:25:09,kaden,43.25
2026-04-27 09:25:09,kaden,44.26
2026-04-27 09:25:09,kaden,46.36
2026-04-27 09:25:10,kaden,45.26
2026-04-27 09:25:10,kaden,46.67
2026-04-27 09:25:10,kaden,49.07
2026-04-27 09:25:10,kaden,49.98
2026-04-27 09:25:10,kaden,50.03
2026-04-27 09:25:10,kaden,51.78
2026-04-27 09:25:10,kaden,51.35
2026-04-27 09:25:10,kaden,50.08
2026-04-27 09:25:10,kaden,53.63
2026-04-27 09:25:10,kaden,56.4
2026-04-27 09:25:10,kaden,57.02
2026-04-27 09:25:10,kaden,55.21
2026-04-27 09:25:10,kaden,55.84
2026-04-27 09:25:10,kaden,57.02
2026-04-27 09:25:10,kaden,58.99
2026-04-27 09:25:10,kaden,59.56
2026-04-27 09:25:10,kaden,58.72
2026-04-27 09:25:10,kaden,57.68
2026-04-27 09:25:11,kaden,58.16
2026-04-27 09:25:11,kaden,57.64
2026-04-27 09:25:11,kaden,55.14
2026-04-27 09:25:11,kaden,55.96
2026-04-27 09:25:11,kaden,55.23
2026-04-27 09:25:11,kaden,54.3
2026-04-27 09:25:11,kaden,53.67
2026-04-27 09:25:11,kaden,54.78
2026-04-27 09:25:11,kaden,54.36
2026-04-27 09:25:11,kaden,51.58
2026-04-27 09:25:11,kaden,50.1
2026-04-27 09:25:11,kaden,50.2
2026-04-27 09:25:11,kaden,49.77
2026-04-27 09:25:11,kaden,47.84
2026-04-27 09:25:11,kaden,46.89
2026-04-27 09:25:11,kaden,46.95
2026-04-27 09:25:11,kaden,45.57
2026-04-27 09:25:12,kaden,45.11
2026-04-27 09:25:12,kaden,45.52
2026-04-27 09:25:12,kaden,47.22
2026-04-27 09:25:12,kaden,46.68
2026-04-27 09:25:12,kaden,45.75
2026-04-27 09:25:12,kaden,46.11
2026-04-27 09:25:12,kaden,45.92
2026-04-27 09:25:12,kaden,46.47
2026-04-27 09:25:12,kaden,46.72
2026-04-27 09:25:12,kaden,46.34
2026-04-27 09:25:12,kaden,47.04
2026-04-27 09:25:12,kaden,47.54
2026-04-27 09:25:12,kaden,47.02
2026-04-27 09:25:12,kaden,48.34
2026-04-27 09:25:12,kaden,49.23
2026-04-27 09:25:12,kaden,46.78
2026-04-27 09:25:12,kaden,47.14
2026-04-27 09:25:12,kaden,48.22
2026-04-27 09:25:12,kaden,47.24
2026-04-27 09:25:13,kaden,48.31
2026-04-27 09:25:13,kaden,47.43
2026-04-27 09:25:13,kaden,48.96
2026-04-27 09:25:13,kaden,49.4
2026-04-27 09:25:13,kaden,50.64
2026-04-27 09:25:13,kaden,52.29
2026-04-27 09:25:13,kaden,50.97
2026-04-27 09:25:13,kaden,52.52
2026-04-27 09:25:13,kaden,53.98
2026-04-27 09:25:13,kaden,55.26
2026-04-27 09:25:13,kaden,55.74
2026-04-27 09:25:13,kaden,54.02
2026-04-27 09:25:13,kaden,55.98
2026-04-27 09:25:13,kaden,54.76
2026-04-27 09:25:13,kaden,56.13
2026-04-27 09:25:13,kaden,57.37
2026-04-27 09:25:13,kaden,55.54
2026-04-27 09:25:14,kaden,56.97
2026-04-27 09:25:14,kaden,56.1
2026-04-27 09:25:14,kaden,55.67
2026-04-27 09:25:14,kaden,56.16
2026-04-27 09:25:14,kaden,56.67
2026-04-27 09:25:14,kaden,58.52
2026-04-27 09:25:14,kaden,58.06
2026-04-27 09:25:14,kaden,58.83
2026-04-27 09:25:14,kaden,56.94
2026-04-27 09:25:14,kaden,56.96
2026-04-27 09:25:14,kaden,56.77
2026-04-27 09:25:14,kaden,56.13
2026-04-27 09:25:14,kaden,56.79
2026-04-27 09:25:14,kaden,56.52
2026-04-27 09:25:14,kaden,57.18
2026-04-27 09:25:14,kaden,59.22
2026-04-27 09:25:14,kaden,61.26
2026-04-27 09:25:14,kaden,56.74
2026-04-27 09:25:15,kaden,52.86
2026-04-27 09:25:15,kaden,52.36
2026-04-27 09:25:15,kaden,52.04
2026-04-27 09:25:15,kaden,51.98
2026-04-27 09:25:15,kaden,51.77
2026-04-27 09:25:15,kaden,52.93
2026-04-27 09:25:15,kaden,52.96
2026-04-27 09:25:15,kaden,50.11
2026-04-27 09:25:15,kaden,48.47
2026-04-27 09:25:15,kaden,47.22
2026-04-27 09:25:15,kaden,46.25
2026-04-27 09:25:15,kaden,46.18
2026-04-27 09:25:15,kaden,45.22
2026-04-27 09:25:15,kaden,43.42
2026-04-27 09:25:15,kaden,43.09
2026-04-27 09:25:15,kaden,43.1
2026-04-27 09:25:15,kaden,42.4
2026-04-27 09:25:16,kaden,43.59
2026-04-27 09:25:16,kaden,43.73
2026-04-27 09:25:16,kaden,42.73
2026-04-27 09:25:16,kaden,43.23
2026-04-27 09:25:16,kaden,42.52
2026-04-27 09:25:16,kaden,40.97
2026-04-27 09:25:16,kaden,41.57
2026-04-27 09:25:16,kaden,41.85
2026-04-27 09:25:16,kaden,41.09
2026-04-27 09:25:16,kaden,41.95
2026-04-27 09:25:16,kaden,41.12
2026-04-27 09:25:16,kaden,41.53
2026-04-27 09:25:16,kaden,42.51
2026-04-27 09:25:16,kaden,42.99
2026-04-27 09:25:16,kaden,41.61
2026-04-27 09:25:16,kaden,41.85
2026-04-27 09:25:16,kaden,41.38
2026-04-27 09:25:17,kaden,41.36
2026-04-27 09:25:17,kaden,41.43
2026-04-27 09:25:17,kaden,41.4
2026-04-27 09:25:17,kaden,41.92
2026-04-27 09:25:17,kaden,42.64
2026-04-27 09:25:17,kaden,42.94
2026-04-27 09:25:17,kaden,44.14
2026-04-27 09:25:17,kaden,44.77
2026-04-27 09:25:17,kaden,44.97
2026-04-27 09:25:17,kaden,46.2
2026-04-27 09:25:17,kaden,46.57
2026-04-27 09:25:17,kaden,47.5
2026-04-27 09:25:17,kaden,47.22
2026-04-27 09:25:17,kaden,47.73
2026-04-27 09:25:17,kaden,47.64
2026-04-27 09:25:17,kaden,49.95
2026-04-27 09:25:17,kaden,50.19
2026-04-27 09:25:18,kaden,49.83
2026-04-27 09:25:18,kaden,50.96
2026-04-27 09:25:18,kaden,52.71
